15	8	32768	256	36848	4080
15	9	32768	512	40944	8176
15	10	32768	1024	49136	16368
15	11	32768	2048	65520	32752
15	12	32768	4096	98288	65520
15	13	32768	8192	163824	131056
15	14	32768	16384	294896	262128
15	15	32768	32768	557040	524272
15	16	32768	65536	1081328	1048560
15	17	32768	131072	2129904	2097136
15	18	32768	262144	4227056	4194288
15	19	32768	524288	8421360	8388592
15	20	32768	1048576	16809968	16777200

16	0	65536	1	65536	0
16	1	65536	2	65552	16
16	2	65536	4	65584	48
16	3	65536	8	65648	112
16	4	65536	16	65776	240
16	5	65536	32	66032	496
16	6	65536	64	66544	1008
16	7	65536	128	67568	2032
16	8	65536	256	69616	4080
16	9	65536	512	73712	8176
16	10	65536	1024	81904	16368
16	11	65536	2048	98288	32752
16	12	65536	4096	131056	65520
16	13	65536	8192	196592	131056
16	14	65536	16384	327664	262128
16	15	65536	32768	589808	524272
16	16	65536	65536	1114096	1048560
16	17	65536	131072	2162672	2097136
16	18	65536	262144	4259824	4194288
16	19	65536	524288	8454128	8388592
16	20	65536	1048576	16842736	16777200

17	0	131072	1	131072	0
17	1	131072	2	131088	16
17	2	131072	4	131120	48
17	3	131072	8	131184	112
17	4	131072	16	131312	240
17	5	131072	32	131568	496
17	6	131072	64	132080	1008
17	7	131072	128	133104	2032
17	8	131072	256	135152	4080
17	9	131072	512	139248	8176
17	10	131072	1024	147440	16368
17	11	131072	2048	163824	32752
17	12	131072	4096	196592	65520
17	13	131072	8192	262128	131056
17	14	131072	16384	393200	262128
17	15	131072	32768	655344	524272
17	16	131072	65536	1179632	1048560
17	17	131072	131072	2228208	2097136
17	18	131072	262144	4325360	4194288
17	19	131072	524288	8519664	8388592
17	20	131072	1048576	16908272	16777200

18	0	262144	1	262144	0
18	1	262144	2	262160	16
18	2	262144	4	262192	48
18	3	262144	8	262256	112
18	4	262144	16	262384	240
18	5	262144	32	262640	496
18	6	262144	64	263152	1008
18	7	262144	128	264176	2032
18	8	262144	256	266224	4080
18	9	262144	512	270320	8176
18	10	262144	1024	278512	16368
18	11	262144	2048	294896	32752
18	12	262144	4096	327664	65520
18	13	262144	8192	393200	131056
18	14	262144	16384	524272	262128
18	15	262144	32768	786416	524272
18	16	262144	65536	1310704	1048560
18	17	262144	131072	2359280	2097136
18	18	262144	262144	4456432	4194288
18	19	262144	524288	8650736	8388592
18	20	262144	1048576	17039344	16777200

19	0	524288	1	524288	0
19	1	524288	2	524304	16
19	2	524288	4	524336	48
19	3	524288	8	524400	112
19	4	524288	16	524528	240
19	5	524288	32	524784	496
19	6	524288	64	525296	1008
19	7	524288	128	526320	2032
19	8	524288	256	528368	4080
19	9	524288	512	532464	8176
19	10	524288	1024	540656	16368
19	11	524288	2048	557040	32752
19	12	524288	4096	589808	65520
19	13	524288	8192	655344	131056
19	14	524288	16384	786416	262128
19	15	524288	32768	1048560	524272
19	16	524288	65536	1572848	1048560
19	17	524288	131072	2621424	2097136
19	18	524288	262144	4718576	4194288
19	19	524288	524288	8912880	8388592
19	20	524288	1048576	17301488	16777200

20	0	1048576	1	1048576	0
20	1	1048576	2	1048592	16
20	2	1048576	4	1048624	48
20	3	1048576	8	1048688	112
20	4	1048576	16	1048816	240
20	5	1048576	32	1049072	496
20	6	1048576	64	1049584	1008
20	7	1048576	128	1050608	2032
20	8	1048576	256	1052656	4080
20	9	1048576	512	1056752	8176
20	10	1048576	1024	1064944	16368
20	11	1048576	2048	1081328	32752
20	12	1048576	4096	1114096	65520
20	13	1048576	8192	1179632	131056
20	14	1048576	16384	1310704	262128
20	15	1048576	32768	1572848	524272
20	16	1048576	65536	2097136	1048560
20	17	1048576	131072	3145712	2097136
20	18	1048576	262144	5242864	4194288
20	19	1048576	524288	9437168	8388592
20	20	1048576	1048576	17825776	16777200

21	0	2097152	1	2097152	0
21	1	2097152	2	2097168	16
21	2	2097152	4	2097200	48
21	3	2097152	8	2097264	112
21	4	2097152	16	2097392	240
21	5	2097152	32	2097648	496
21	6	2097152	64	2098160	1008
21	7	2097152	128	2099184	2032
21	8	2097152	256	2101232	4080
21	9	2097152	512	2105328	8176
21	10	2097152	1024	2113520	16368
21	11	2097152	2048	2129904	32752
21	12	2097152	4096	2162672	65520
21	13	2097152	8192	2228208	131056
21	14	2097152	16384	2359280	262128
21	15	2097152	32768	2621424	524272
21	16	2097152	65536	3145712	1048560
21	17	2097152	131072	4194288	2097136
21	18	2097152	262144	6291440	4194288
21	19	2097152	524288	10485744	8388592
21	20	2097152	1048576	18874352	16777200

22	0	4194304	1	4194304	0
22	1	4194304	2	4194320	16
22	2	4194304	4	4194352	48
22	3	4194304	8	4194416	112
22	4	4194304	16	4194544	240
22	5	4194304	32	4194800	496
22	6	4194304	64	4195312	1008
22	7	4194304	128	4196336	2032
22	8	4194304	256	4198384	4080
22	9	4194304	512	4202480	8176
22	10	4194304	1024	4210672	16368
22	11	4194304	2048	4227056	32752
22	12	4194304	4096	4259824	65520
22	13	4194304	8192	4325360	131056
22	14	4194304	16384	4456432	262128
22	15	4194304	32768	4718576	524272
22	16	4194304	65536	5242864	1048560
22	17	4194304	131072	6291440	2097136
22	18	4194304	262144	8388592	4194288
22	19	4194304	524288	12582896	8388592
22	20	4194304	1048576	20971504	16777200

23	0	8388608	1	8388608	0
23	1	8388608	2	8388624	16
23	2	8388608	4	8388656	48
23	3	8388608	8	8388720	112
23	4	8388608	16	8388848	240
23	5	8388608	32	8389104	496
23	6	8388608	64	8389616	1008
23	7	8388608	128	8390640	2032
23	8	8388608	256	8392688	4080
23	9	8388608	512	8396784	8176
23	10	8388608	1024	8404976	16368
23	11	8388608	2048	8421360	32752
23	12	8388608	4096	8454128	65520
23	13	8388608	8192	8519664	131056
23	14	8388608	16384	8650736	262128
23	15	8388608	32768	8912880	524272
23	16	8388608	65536	9437168	1048560
23	17	8388608	131072	10485744	2097136
23	18	8388608	262144	12582896	4194288
23	19	8388608	524288	16777200	8388592
23	20	8388608	1048576	25165808	16777200
